ID,Class
13708,b
589,a
8228,a
16134,b
9899,a
1526,a
15368,b
2124,a
14463,b
1469,a
2792,a
9590,a
16499,b
2066,a
7392,a
3840,a
5746,a
16353,b
13502,a
2988,a
16983,b
1313,a
2146,a
13616,b
14905,b
17444,b
17107,b
13042,b
3527,a
8116,a
18212,b
7083,a
12684,b
16361,b
17545,b
2888,a
14062,b
3415,a
4383,a
13871,b
8364,a
15673,b
11162,a
13195,a
13344,a
113,a
11918,a
12379,b
13368,b
3134,a
6869,a
9469,a
18877,b
6190,a
16632,b
11032,a
15068,a
10456,a
958,a
